side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\cr-sqlite\core\src\ext-data.c,True,False,void crsql_init_table_info_vec(crsql_ExtData *pExtData);,1,"(9, 9)"
Rust,E:\rust_projects\c\cr-sqlite\core\rs\core\src\tableinfo.rs,False,True,"pub extern ""C"" fn crsql_init_table_info_vec(ext_data: *mut crsql_ExtData) {
    let vec: Vec<TableInfo> = vec![];
    unsafe { (*ext_data).tableInfos = Box::into_raw(Box::new(vec)) as *mut c_void }
}",4,"(735, 738)"
