side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\cr-sqlite\core\src\rust.h,True,False,int crsql_create_schema_table_if_not_exists(sqlite3 *db);,1,"(16, 16)"
Rust,E:\rust_projects\c\cr-sqlite\core\rs\core\src\bootstrap.rs,False,True,"fn crsql_create_schema_table_if_not_exists(db: *mut sqlite3) -> Result<ResultCode, ResultCode> {
    db.exec_safe(""SAVEPOINT crsql_create_schema_table;"")?;

    if let Ok(_) = db.exec_safe(&format!(
        ""CREATE TABLE IF NOT EXISTS \""{}\"" (\""key\"" TEXT PRIMARY KEY, \""value\"" ANY);"",
        consts::TBL_SCHEMA
    )) {
        db.exec_safe(""RELEASE crsql_create_schema_table;"")
    } else {
        let _ = db.exec_safe(""ROLLBACK"");
        Err(ResultCode::ERROR)
    }
}",12,"(93, 105)"
