side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\dotlottie-rs\dotlottie-ffi\bindings.h,True,False,"int32_t dotlottie_state_machine_load_data(struct DotLottiePlayer *ptr,
                                          const char *state_machine_definition);",2,"(340, 341)"
Rust,E:\rust_projects\c\dotlottie-rs\dotlottie-ffi\src\ffi\mod.rs,False,True,"pub unsafe extern ""C"" fn dotlottie_state_machine_load_data(
    ptr: *mut DotLottiePlayer,
    state_machine_definition: *const c_char,
) -> i32 {
    exec_dotlottie_player_op(ptr, |dotlottie_player| {
        if let Ok(state_machine_definition) = DotLottieString::read(state_machine_definition) {
            to_exit_status(dotlottie_player.state_machine_load_data(&state_machine_definition))
        } else {
            DOTLOTTIE_ERROR
        }
    })
}",12,"(798, 809)"
