side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\dotlottie-rs\dotlottie-ffi\bindings.h,True,False,int32_t dotlottie_render(struct DotLottiePlayer *ptr);,1,"(310, 310)"
C,E:\rust_projects\c\dotlottie-rs\examples\demo-player-c\main.c,True,False,dotlottie_render(player);,1,"(140, 140)"
C,E:\rust_projects\c\dotlottie-rs\examples\skia-demo-player-cpp\main.cpp,True,True,dotlottie_render(player);,1,"(161, 161)"
Rust,E:\rust_projects\c\dotlottie-rs\dotlottie-ffi\src\ffi\mod.rs,False,True,"pub unsafe extern ""C"" fn dotlottie_render(ptr: *mut DotLottiePlayer) -> i32 {
    exec_dotlottie_player_op(ptr, |dotlottie_player| {
        to_exit_status(dotlottie_player.render())
    })
}",5,"(380, 384)"
