side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\delta-kernel-rs\ffi\examples\read-table\read_table.c,True,False,"scan_metadata_next(data_iter, &context, do_visit_scan_metadata);",1,"(315, 315)"
Rust,E:\rust_projects\c\delta-kernel-rs\ffi\src\scan.rs,False,True,"pub unsafe extern ""C"" fn scan_metadata_next(
    data: Handle<SharedScanMetadataIterator>,
    engine_context: NullableCvoid,
    engine_visitor: extern ""C"" fn(
        engine_context: NullableCvoid,
        scan_metadata: Handle<SharedScanMetadata>,
    ),
) -> ExternResult<bool> {
    let data = unsafe { data.as_ref() };
    scan_metadata_next_impl(data, engine_context, engine_visitor)
        .into_extern_result(&data.engine.as_ref())
}",12,"(239, 250)"
