side,file_path,has_no_body,extern_c,source,line_count,line_range
C,E:\rust_projects\c\delta-kernel-rs\ffi\examples\read-table\arrow.c,True,False,free_expression_evaluator(evaluator);,1,"(130, 130)"
Rust,E:\rust_projects\c\delta-kernel-rs\ffi\src\engine_funcs.rs,False,True,"pub unsafe extern ""C"" fn free_expression_evaluator(evaluator: Handle<SharedExpressionEvaluator>) {
    debug!(""engine released expression evaluator"");
    evaluator.drop_handle();
}",4,"(185, 188)"
